number,locationid,BEATid,ZONEid,dateid,crimeid_x,count_crime_type
102921545,706,16,2,13,2,1
102921554,53,35,1,13,3,1
102921589,321,49,2,13,7,1
102921613,707,28,5,13,7,1
102921652,708,25,4,13,2,1
102921655,709,6,3,13,2,1
102921723,710,1,1,13,5,1
102921742,662,48,4,13,3,1
102921770,711,10,2,13,1,1
102921810,712,40,4,13,3,1
102921956,546,54,3,13,2,1
102921990,713,6,3,13,3,1
102922030,714,7,5,13,3,1
102922044,715,54,3,13,2,1
102922103,716,16,2,13,3,1
102922171,717,48,4,13,2,1
102922194,718,16,2,13,7,1
102922341,719,43,4,13,1,1
102922355,720,33,2,13,2,1
102922436,721,61,3,13,3,1
102922486,722,37,5,13,2,1
102922520,723,10,2,13,7,1
102922560,724,3,3,13,2,1
102912257,725,24,3,13,2,1
102912269,726,23,5,13,7,1
102912284,727,34,2,14,7,1
102912293,728,15,5,14,7,1
102912309,87,46,1,14,5,1
102901754,729,43,4,14,3,1
102912101,730,11,3,14,5,1
102912109,41,29,6,14,3,1
102912110,731,26,4,14,2,1
102912120,732,32,3,14,3,1
102912125,185,45,4,14,2,1
102912146,276,27,4,14,2,1
102912154,733,6,3,14,2,1
102912178,734,3,3,14,2,1
102912180,735,60,6,14,2,1
102912224,736,14,4,14,2,1
102912229,737,39,5,14,2,1
102911561,738,23,5,14,3,1
102911613,739,66,1,14,5,1
102911663,740,2,2,14,7,1
102911692,741,27,4,14,2,1
102911722,742,18,3,14,7,1
102911735,743,27,4,14,2,1
102911794,744,1,1,14,7,1
102911843,745,19,1,14,3,1
102911880,670,26,4,14,2,1
102911894,746,52,5,14,7,1
102912000,747,9,4,14,3,1
102912004,748,28,5,14,2,1
102912028,749,13,6,14,2,1
102912044,750,63,5,14,5,1
102911098,751,22,5,14,7,1
102911127,752,33,2,14,7,1
102911144,753,2,2,14,7,1
102911174,578,8,6,14,1,1
102911184,133,44,2,14,3,1
102911186,754,64,3,14,2,1
102911193,202,43,4,14,1,1
102911214,755,33,2,14,8,1
102911240,756,36,2,14,3,1
102911242,757,22,5,14,7,1
102911249,758,24,3,14,7,1
102911489,759,36,2,14,7,1
102910045,5,4,1,14,3,1
102910169,379,30,4,14,2,1
102910200,760,42,2,14,8,1
102910206,452,53,5,14,7,1
102910334,761,40,4,14,3,1
102910343,514,9,4,14,2,1
102910370,196,4,1,14,5,1
102910408,762,1,1,14,2,1
102910413,763,27,4,14,2,1
102910524,764,14,4,14,3,1
102910575,765,2,2,14,3,1
102910590,766,12,3,14,3,1
102910626,767,39,5,14,2,1
102910630,768,51,3,14,1,1
102910689,724,3,3,14,2,1
102910706,769,1,1,14,8,1
102910716,477,27,4,14,2,1
102910770,770,36,2,14,2,1
102910784,771,30,4,14,3,1
102910811,772,55,2,14,7,1
102910813,724,3,3,14,2,1
102910830,248,63,5,14,2,1
102910856,610,24,3,14,1,1
102910889,53,35,1,14,3,1
102910894,773,51,3,14,1,1
102910903,774,49,2,14,7,1
102910929,775,19,1,14,7,1
102910992,776,60,6,14,2,1
102911002,777,29,6,14,3,1
102911004,778,10,2,14,7,1
102911050,779,47,5,14,4,1
102810838,780,3,3,14,8,1
102901562,781,23,5,15,5,1
102901567,53,35,1,15,3,1
102901588,338,3,3,15,4,1
102892204,782,20,5,15,7,1
102901651,599,26,4,15,2,1
102901682,783,51,3,15,2,1
102901693,784,24,3,15,4,1
102901695,785,51,3,15,7,1
102901697,786,10,2,15,1,1
102901704,787,64,3,15,2,1
102891196,788,37,5,15,3,1
102900074,789,47,5,15,2,1
102900094,711,10,2,15,1,1
102900189,87,46,1,15,8,1
102900202,684,3,3,15,2,1
102900238,790,47,5,15,2,1
102900240,791,24,3,15,1,1
102900261,792,18,3,15,2,1
102900290,509,27,4,15,2,1
102900291,793,3,3,15,2,1
102900294,794,3,3,15,2,1
102900340,795,27,4,15,2,1
102900364,796,39,5,15,2,1
102900366,797,14,4,15,2,1
102900370,344,26,4,15,2,1
102900420,798,51,3,15,4,1
102900455,379,30,4,15,2,1
102900486,799,9,4,15,2,1
102900487,800,54,3,15,4,1
102900490,801,60,6,15,1,1
102900549,802,11,3,15,2,1
102900606,803,5,4,15,2,1
102900632,804,28,5,15,2,1
102900678,805,16,2,15,1,1
102900685,806,19,1,15,7,1
102900689,672,26,4,15,2,1
102900737,156,52,5,15,1,1
102900757,807,5,4,15,3,1
102900798,808,61,3,15,8,1
102900801,809,13,6,15,3,1
102900902,810,8,6,15,2,1
102900972,811,3,3,15,1,1
102900987,60,30,4,15,3,1
102900997,812,26,4,15,1,1
102901013,752,33,2,15,7,1
102901016,397,47,5,15,2,1
102901109,53,35,1,15,2,1
102901196,344,26,4,15,2,1
102901224,53,35,1,15,3,1
102901250,813,37,5,15,2,1
102901303,814,9,4,15,4,1
102901308,815,8,6,15,4,1
102901320,816,9,4,15,2,1
102901378,817,33,2,15,5,1
102901416,818,26,4,15,2,1
102901420,819,38,5,15,3,1
102901436,820,68,6,15,8,1
102901760,821,6,3,15,2,1
102901802,822,24,3,15,4,1
102901804,823,2,2,15,1,1
102901837,824,35,1,15,11,1
102901858,825,26,4,15,2,1
102901877,826,47,5,15,2,1
102901905,827,48,4,15,2,1
102891210,828,39,5,16,7,1
102891268,829,19,1,16,5,1
102891286,830,42,2,16,7,1
102891315,41,29,6,16,3,1
102891319,53,35,1,16,3,1
102891345,831,22,5,16,1,1
102891421,139,25,4,16,3,1
102891445,53,35,1,16,3,1
102891471,142,6,3,16,3,1
102891483,832,56,4,16,2,1
102891506,833,53,5,16,7,1
102891553,834,12,3,16,3,1
102891566,835,6,3,16,4,1
102891678,41,29,6,16,3,1
102891748,836,23,5,16,5,1
102891823,837,8,6,16,4,1
102891919,838,27,4,16,2,1
102891920,839,48,4,16,2,1
102891939,81,40,4,16,1,1
102891958,840,16,2,16,5,1
102891986,841,4,1,16,1,1
102892022,842,9,4,16,1,1
102892150,843,59,1,16,4,1
102892191,844,62,2,16,5,1
102892195,845,27,4,16,2,1
102890018,846,48,4,16,2,1
102890032,847,11,3,16,2,1
102890192,848,3,3,16,5,1
102890243,849,12,3,16,8,1
102890358,850,51,3,16,3,1
102890403,711,10,2,16,4,1
102890404,851,36,2,16,3,1
102890428,123,21,6,16,7,1
102890460,852,5,4,16,2,1
102890475,853,67,1,16,5,1
102890498,123,21,6,16,7,1
102890667,854,64,3,16,2,1
102890705,855,3,3,16,2,1
102890723,856,47,5,16,5,1
102890724,857,63,5,16,1,1
102890808,858,3,3,16,2,1
102890813,859,64,3,16,3,1
102890818,860,14,4,16,2,1
102890833,861,9,4,16,2,1
102890921,862,10,2,16,8,1
102890925,863,36,2,16,3,1
102891025,864,9,4,16,2,1
102891040,578,8,6,16,4,1
102891064,865,54,3,16,2,1
102891065,752,33,2,16,7,1
102891068,866,24,3,16,1,1
102891127,102,9,4,16,2,1
102892215,280,27,4,16,2,1
102892220,867,33,2,16,5,1
102892249,868,15,5,16,2,1
102881607,869,43,4,17,3,1
102881625,870,37,5,17,7,1
102881666,53,35,1,17,3,1
102881717,196,4,1,17,5,1
102881764,795,27,4,17,2,1
102881770,871,40,4,17,2,1
102881802,872,46,1,17,5,1
102881880,873,2,2,17,2,1
102881895,125,25,4,17,2,1
102881950,874,3,3,17,2,1
102881956,875,58,2,17,1,1
102881964,876,41,6,17,7,1
102881992,877,12,3,17,3,1
102882027,878,11,3,17,3,1
102882037,879,28,5,17,2,1
102882083,880,68,6,17,2,1
102882143,881,28,5,17,2,1
102882209,41,29,6,17,3,1
102882226,882,60,6,17,2,1
102882286,883,49,2,17,3,1
102882313,884,54,3,17,7,1
102882405,885,34,2,17,2,1
102882420,886,7,5,17,7,1
102882546,887,58,2,17,5,1
102882555,237,59,1,17,4,1
102882617,535,6,3,17,2,1
102870628,888,37,5,17,7,1
102880045,889,21,6,17,2,1
102880054,890,19,1,17,7,1
102880213,891,48,4,17,3,1
102880316,858,3,3,17,2,1
102880327,815,8,6,17,4,1
102880354,892,26,4,17,2,1
102880367,893,6,3,17,5,1
102880405,894,47,5,17,7,1
102880497,810,8,6,17,8,1
102880518,895,41,6,17,1,1
102880574,896,61,3,17,2,1
102880583,897,43,4,17,8,1
102880597,898,19,1,17,1,1
102880646,899,8,6,17,2,1
102880654,727,34,2,17,1,1
102880667,900,9,4,17,2,1
102880727,60,30,4,17,3,1
102880738,368,3,3,17,2,1
102880754,901,38,5,17,3,1
102880770,60,30,4,17,11,1
102880804,902,51,3,17,7,1
102880915,53,35,1,17,3,1
102880918,903,22,5,17,7,1
102880956,139,25,4,17,3,1
102881037,904,17,1,17,7,1
102881049,905,3,3,17,11,1
102881057,906,17,1,17,7,1
102881108,907,10,2,17,3,1
102881135,375,60,6,17,7,1
102881176,908,40,4,17,11,1
102881219,909,48,4,17,2,1
102881236,453,30,4,17,3,1
102881244,910,33,2,17,7,1
102881302,306,17,1,17,7,1
102881338,911,42,2,17,7,1
102881352,912,1,1,17,5,1
102881363,913,36,2,17,2,1
102881405,914,15,5,17,3,1
102881508,910,33,2,17,5,1
102881517,915,7,5,17,4,1
102881577,916,24,3,17,2,1
102862388,41,29,6,18,3,1
102862404,917,47,5,18,5,1
102870014,918,48,4,18,1,1
102870076,919,44,2,18,8,1
102870102,920,39,5,18,5,1
102870177,921,36,2,18,1,1
102870181,922,27,4,18,3,1
102870187,60,30,4,18,5,1
102870302,923,27,4,18,2,1
102870307,924,43,4,18,2,1
102870323,925,60,6,18,2,1
102870390,926,44,2,18,4,1
102870394,927,61,3,18,2,1
102870405,607,40,4,18,3,1
102870409,928,16,2,18,1,1
102870435,929,8,6,18,2,1
102870452,930,2,2,18,2,1
102870454,931,37,5,18,2,1
102870478,932,8,6,18,2,1
102870564,933,6,3,18,2,1
102870592,934,28,5,18,5,1
102870618,143,55,2,18,4,1
102870627,935,41,6,18,2,1
102870645,936,47,5,18,2,1
102870657,937,8,6,18,2,1
102870661,938,36,2,18,2,1
102870675,939,20,5,18,8,1
102870700,940,36,2,18,1,1
102870803,941,3,3,18,8,1
102870822,942,26,4,18,1,1
102870860,943,27,4,18,2,1
102870919,944,47,5,18,7,1
102871009,945,27,4,18,3,1
102871046,946,22,5,18,2,1
102871155,947,51,3,18,1,1
102871184,948,42,2,18,7,1
102871188,894,47,5,18,7,1
102871198,949,27,4,18,2,1
102871207,950,18,3,18,3,1
102871237,951,52,5,18,3,1
102871260,952,49,2,18,3,1
102871334,953,30,4,18,3,1
102871336,954,23,5,18,7,1
102871365,934,28,5,18,7,1
102871377,102,9,4,18,2,1
102871381,287,25,4,18,3,1
102871447,955,8,6,18,2,1
102871468,956,2,2,18,2,1
102871474,957,39,5,18,7,1
102871483,958,63,5,18,7,1
102871501,41,29,6,18,3,1
102871527,959,15,5,18,2,1
102871558,960,15,5,18,2,1
102871559,961,5,4,18,2,1
102871587,962,6,3,18,3,1
102871618,963,21,6,18,2,1
102871642,964,29,6,18,3,1
102871716,458,25,4,18,2,1
102871769,41,29,6,18,3,1
102871862,965,54,3,18,1,1
102871866,41,29,6,18,3,1
102871886,966,66,1,18,7,1
102871929,967,2,2,18,4,1
102871963,968,54,3,18,3,1
102871976,969,39,5,18,1,1
102872015,970,47,5,18,1,1
102872070,912,1,1,18,5,1
102872077,971,58,2,18,2,1
102872091,745,19,1,18,1,1
102872138,972,49,2,18,7,1
102872141,973,12,3,18,7,1
102872204,974,27,4,18,2,1
102872243,975,2,2,18,2,1
102872304,542,28,5,18,7,1
102872309,976,8,6,18,8,1
102872395,47,33,2,18,2,1
102872402,977,14,4,18,3,1
102872406,978,6,3,18,3,1
102872533,979,51,3,18,4,1
102872570,41,29,6,18,3,1
102872633,980,61,3,18,2,1
102861270,616,48,4,18,2,1
102861366,981,24,3,19,2,1
102861475,336,7,5,19,1,1
102861497,311,24,3,19,2,1
102861505,982,44,2,19,3,1
102861619,983,60,6,19,3,1
102861635,984,48,4,19,1,1
102861638,230,22,5,19,1,1
102861658,985,54,3,19,3,1
102861695,986,42,2,19,4,1
102861832,987,7,5,19,2,1
102861884,988,27,4,19,3,1
102861942,989,27,4,19,2,1
102861964,990,2,2,19,3,1
102862041,991,7,5,19,7,1
102862058,992,34,2,19,4,1
102862060,650,60,6,19,7,1
102862074,993,4,1,19,1,1
102862114,240,26,4,19,2,1
102862125,994,15,5,19,2,1
102862128,995,12,3,19,3,1
102862141,996,25,4,19,5,1
102862142,997,33,2,19,3,1
102862156,998,15,5,19,2,1
102862164,999,66,1,19,7,1
102862168,1000,15,5,19,2,1
102862176,1001,30,4,19,2,1
102862182,731,26,4,19,2,1
102862254,1002,27,4,19,5,1
102862287,41,29,6,19,3,1
102862290,183,48,4,19,2,1
102862319,1003,19,1,19,5,1
102860026,1004,51,3,19,2,1
102860047,224,58,2,19,5,1
102860103,1005,37,5,19,4,1
102860230,1006,35,1,19,8,1
102860354,1007,30,4,19,2,1
102860426,1008,1,1,19,8,1
102860446,1009,32,3,19,2,1
102860543,650,60,6,19,2,1
102860643,437,3,3,19,1,1
102860677,1010,24,3,19,2,1
102860793,1011,19,1,19,7,1
102860869,1012,60,6,19,2,1
102860899,176,42,2,19,3,1
102861032,1013,17,1,19,2,1
102861057,966,66,1,19,1,1
102861058,1014,44,2,19,2,1
102861069,1015,22,5,19,7,1
102861110,1016,10,2,19,7,1
102861149,283,9,4,19,3,1
102861158,216,23,5,19,1,1
102861165,1017,54,3,19,2,1
102861214,1018,60,6,19,1,1
102861263,1019,16,2,19,3,1
102851091,1020,40,4,19,3,1
102862368,650,60,6,19,7,1
102852363,1021,11,3,20,2,1
102842167,1021,11,3,20,2,1
102851097,1022,34,2,20,7,1
102851101,1023,26,4,20,2,1
102851113,1024,7,5,20,7,1
102851126,1025,24,3,20,4,1
102851174,1026,26,4,20,3,1
102851181,1027,6,3,20,4,1
102851195,1028,52,5,20,10,1
102851210,1029,3,3,20,8,1
102851242,1030,34,2,20,5,1
102851249,53,35,1,20,3,1
102851296,159,39,5,20,3,1
102851303,166,25,4,20,2,1
102851330,1031,3,3,20,1,1
102851380,18,15,5,20,7,1
102851412,399,14,4,20,10,1
102851427,717,48,4,20,3,1
102851454,1032,27,4,20,2,1
102851607,1033,12,3,20,3,1
102851617,41,29,6,20,3,1
102851674,1034,53,5,20,7,1
102851692,147,12,3,20,3,1
102851696,1035,29,6,20,7,1
102851702,1036,18,3,20,2,1
102851769,1037,12,3,20,2,1
102851813,41,29,6,20,3,1
102851916,1038,43,4,20,2,1
102851926,1039,48,4,20,7,1
102851952,1040,49,2,20,7,1
102851958,1041,47,5,20,5,1
102851984,41,29,6,20,3,1
102852007,1042,14,4,20,2,1
102852049,1043,27,4,20,2,1
102852086,1044,41,6,20,2,1
102852104,1045,27,4,20,2,1
102852189,1046,37,5,20,2,1
102852203,1047,36,2,20,5,1
102852221,1048,48,4,20,2,1
102852235,1049,11,3,20,4,1
102852259,1050,16,2,20,3,1
102852282,152,45,4,20,2,1
102850003,252,45,4,20,2,1
102850030,1051,51,3,20,5,1
102850102,1052,1,1,20,2,1
102850117,196,4,1,20,1,1
102850196,1053,59,1,20,7,1
102850226,1054,9,4,20,4,1
102850230,1055,67,1,20,3,1
102850284,441,10,2,20,1,1
102850317,1056,11,3,20,1,1
102850352,1057,17,1,20,2,1
102850401,1058,32,3,20,2,1
102850428,940,36,2,20,2,1
102850444,1059,37,5,20,2,1
102850462,1056,11,3,20,2,1
102850486,276,27,4,20,3,1
102850492,1060,32,3,20,2,1
102850519,1061,17,1,20,3,1
102850536,1062,4,1,20,2,1
102850637,1063,33,2,20,3,1
102850696,41,29,6,20,4,1
102850720,478,43,4,20,7,1
102850739,1064,52,5,20,3,1
102850765,1065,18,3,20,2,1
102850779,1066,1,1,20,7,1
102850793,1067,58,2,20,7,1
102850810,1068,11,3,20,1,1
102850851,1069,16,2,20,2,1
102850889,1070,16,2,20,7,1
102850921,1071,55,2,20,7,1
102850931,756,36,2,20,2,1
102850947,1072,24,3,20,7,1
102850976,1073,44,2,20,1,1
102851017,605,25,4,20,2,1
102851020,1074,25,4,20,2,1
102851076,453,30,4,20,3,1
102851079,1075,34,2,20,2,1
102851080,1076,26,4,20,3,1
102851089,1077,23,5,20,1,1
102820098,1078,10,2,20,2,1
102831017,126,53,5,20,3,1
102831576,1079,26,4,21,5,1
102840057,1080,35,1,21,1,1
102840067,616,48,4,21,1,1
102840091,1081,19,1,21,1,1
102840106,659,60,6,21,1,1
102840124,1028,52,5,21,5,1
102840148,1082,19,1,21,1,1
102840248,39,25,4,21,2,1
102840287,230,22,5,21,1,1
102840323,1083,26,4,21,3,1
102840324,115,50,3,21,1,1
102840360,1084,18,3,21,1,1
102840371,1085,63,5,21,1,1
102840392,1018,60,6,21,1,1
102840428,1086,63,5,21,1,1
102840528,1087,3,3,21,1,1
102840577,639,36,2,21,4,1
102840584,1088,43,4,21,3,1
102840602,516,53,5,21,8,1
102840612,1089,38,5,21,7,1
102840632,1090,5,4,21,3,1
102840680,1091,17,1,21,3,1
102840705,123,21,6,21,2,1
102840714,1092,42,2,21,3,1
102840722,339,4,1,21,7,1
102840787,1093,53,5,21,7,1
102840849,1094,39,5,21,7,1
102840855,1095,38,5,21,7,1
102840873,1096,19,1,21,7,1
102840888,1018,60,6,21,2,1
102840996,1097,34,2,21,3,1
102841005,1098,62,2,21,7,1
102841042,1099,4,1,21,1,1
102841051,1100,33,2,21,7,1
102841066,453,30,4,21,3,1
102841070,1101,1,1,21,1,1
102841098,1102,61,3,21,3,1
102841103,1103,36,2,21,7,1
102841114,1104,12,3,21,8,1
102841120,1105,15,5,21,3,1
102841151,1106,13,6,21,2,1
102841156,1107,28,5,21,3,1
102841170,1108,64,3,21,7,1
102841249,1109,40,4,21,2,1
102841256,41,29,6,21,3,1
102841281,47,33,2,21,5,1
102841294,8,7,5,21,10,1
102841351,717,48,4,21,3,1
102841369,1110,25,4,21,4,1
102841397,1111,3,3,21,1,1
102841403,1112,35,1,21,1,1
102841423,858,3,3,21,3,1
102841428,1113,53,5,21,2,1
102841451,41,29,6,21,3,1
102841476,1114,8,6,21,7,1
102841481,1115,63,5,21,7,1
102841494,166,25,4,21,2,1
102841506,47,33,2,21,7,1
102841599,1116,21,6,21,3,1
102841640,1112,35,1,21,3,1
102841702,1117,53,5,21,7,1
102841711,1118,3,3,21,2,1
102841720,403,45,4,21,3,1
102841780,1119,13,6,21,1,1
102841851,1120,44,2,21,7,1
102841872,1121,12,3,21,3,1
102841924,1122,35,1,21,11,1
102841948,1123,11,3,21,2,1
102841952,1124,47,5,21,4,1
102841985,1125,30,4,21,2,1
102842022,1126,36,2,21,2,1
102842048,1125,30,4,21,2,1
102842069,1076,26,4,21,2,1
102842087,756,36,2,21,4,1
102842136,1127,32,3,21,4,1
102842172,1128,40,4,21,2,1
102842188,316,36,2,21,1,1
102842193,1129,2,2,21,1,1
102842226,1130,10,2,21,3,1
103441403,41,29,6,22,2,1
102831585,823,2,2,22,3,1
102831633,1131,33,2,22,1,1
102831676,787,64,3,22,2,1
102831797,1132,19,1,22,7,1
102831823,1133,1,1,22,1,1
102831832,1134,36,2,22,2,1
102831927,1135,62,2,22,7,1
102831976,102,9,4,22,2,1
102831030,1136,49,2,22,4,1
102831048,1137,1,1,22,2,1
102831054,1138,11,3,22,2,1
102831226,1139,1,1,22,4,1
102831233,1053,59,1,22,10,1
102831292,1140,19,1,22,5,1
102831306,142,6,3,22,3,1
102831491,1141,42,2,22,3,1
102831499,533,66,1,22,2,1
102831531,1142,51,3,22,7,1
102831543,1143,29,6,22,3,1
102830831,1144,7,5,22,7,1
102830929,1145,27,4,22,3,1
102830936,1146,55,2,22,7,1
102830940,1117,53,5,22,7,1
102830958,1147,3,3,22,3,1
102830976,1148,10,2,22,2,1
102830980,1149,27,4,22,2,1
102830982,1150,52,5,22,3,1
102831003,1151,11,3,22,1,1
102830100,1152,45,4,22,2,1
102830128,1153,8,6,22,5,1
102830169,996,25,4,22,4,1
102830224,1154,14,4,22,4,1
102830251,1155,24,3,22,7,1
102830329,1156,39,5,22,3,1
102830371,1157,40,4,22,4,1
102830409,1158,66,1,22,5,1
102830458,1159,26,4,22,4,1
102830481,1160,33,2,22,2,1
102830497,1161,59,1,22,6,1
102830556,1162,3,3,22,8,1
102830585,1163,34,2,22,3,1
102830611,1164,14,4,22,2,1
102830619,1165,42,2,22,10,1
102830633,1166,61,3,22,7,1
102830709,1167,3,3,22,2,1
102830710,1168,58,2,22,2,1
102830713,1169,36,2,22,3,1
102830724,1170,24,3,22,3,1
102830745,1171,7,5,22,7,1
102830774,1172,37,5,22,3,1
102820160,1173,10,2,23,4,1
102820174,1174,4,1,23,5,1
102820363,1175,54,3,23,2,1
102820378,1176,60,6,23,2,1
102820430,607,40,4,23,3,1
102820462,650,60,6,23,2,1
102820535,1177,35,1,23,10,1
102820587,1178,66,1,23,2,1
102820610,1179,63,5,23,10,1
102820652,73,43,4,23,2,1
102820747,1180,68,6,23,2,1
102820805,1181,32,3,23,2,1
102820851,1182,2,2,23,2,1
102820899,1183,8,6,23,1,1
102820929,1184,30,4,23,3,1
102820958,1185,36,2,23,7,1
102821005,1186,16,2,23,7,1
102821016,489,3,3,23,2,1
102821025,1187,25,4,23,2,1
102821117,1188,54,3,23,1,1
102821198,47,33,2,23,1,1
102821199,1189,33,2,23,7,1
102821277,1190,23,5,23,2,1
102821330,1191,7,5,23,7,1
102821331,1192,18,3,23,7,1
102821349,1193,47,5,23,7,1
102821400,1194,58,2,23,1,1
102821491,714,7,5,23,3,1
102821645,1195,43,4,23,2,1
102821697,1196,14,4,23,2,1
102821949,81,40,4,23,1,1
102822024,1197,47,5,23,7,1
102822033,280,27,4,23,4,1
102822052,1198,58,2,23,11,1
102822130,1199,22,5,23,1,1
102822181,1200,47,5,23,1,1
102822188,648,40,4,23,3,1
102822252,40,1,1,23,5,1
102820002,1201,54,3,23,4,1
102811217,1202,14,4,23,4,1
102811220,47,33,2,24,7,1
102811244,1205,12,3,24,5,1
102811272,248,63,5,24,3,1
102811303,41,29,6,24,3,1
102811305,1206,21,6,24,1,1
102811316,1207,33,2,24,2,1
102811317,1,1,1,24,2,1
102811323,1208,2,2,24,7,1
102811351,1209,47,5,24,3,1
102811426,78,8,6,24,2,1
102811429,1210,43,4,24,2,1
102811504,1211,15,5,24,2,1
102811541,1212,16,2,24,10,1
102811573,53,35,1,24,3,1
102811608,1213,42,2,24,1,1
102811656,1214,47,5,24,1,1
102811691,1215,44,2,24,3,1
102811796,1216,63,5,24,2,1
102811801,1217,66,1,24,3,1
102811822,761,40,4,24,3,1
102811830,1218,62,2,24,7,1
102811859,67,14,4,24,3,1
102811938,1219,38,5,24,5,1
102812086,1220,37,5,24,7,1
102812151,53,35,1,24,3,1
102812232,833,53,5,24,7,1
102812262,1221,48,4,24,2,1
102812327,183,48,4,24,3,1
102812414,1222,8,6,24,2,1
102812420,1223,60,6,24,2,1
102812524,1224,34,2,24,4,1
102810885,1225,61,3,24,4,1
102810919,1226,57,1,24,3,1
102810950,1227,27,4,24,3,1
102810990,453,30,4,24,3,1
102811096,1228,16,2,24,7,1
102811102,1229,3,3,24,2,1
102811175,1230,57,1,24,3,1
102811215,1231,33,2,24,3,1
102810039,1232,52,5,24,7,1
102810041,616,48,4,24,2,1
102810079,344,26,4,24,3,1
102810084,1220,37,5,24,7,1
102810532,723,10,2,24,5,1
102810556,1233,4,1,24,3,1
102810656,38,3,3,24,2,1
102810726,38,3,3,24,2,1
102810808,1234,7,5,24,2,1
102800129,1235,10,2,25,8,1
102800132,1236,51,3,25,7,1
102800320,5,4,1,25,3,1
102800380,1237,6,3,25,8,1
102800416,255,38,5,25,7,1
102800422,1238,51,3,25,1,1
102800463,1239,47,5,25,2,1
102800483,1240,5,4,25,1,1
102800499,1241,31,6,25,1,1
102800514,1048,48,4,25,2,1
102800529,524,28,5,25,1,1
102800548,1183,8,6,25,2,1
102800594,1242,13,6,25,2,1
102800634,1243,12,3,25,5,1
102800679,1244,6,3,25,2,1
102800709,1245,36,2,25,1,1
102800715,1246,16,2,25,3,1
102800723,1166,61,3,25,3,1
102800772,1247,16,2,25,2,1
102800797,1248,13,6,25,2,1
102800818,674,9,4,25,2,1
102800905,1249,19,1,25,3,1
102800952,1250,9,4,25,2,1
102800992,41,29,6,25,3,1
102801043,1251,19,1,25,7,1
102801044,1252,3,3,25,7,1
102801059,1253,58,2,25,3,1
102801108,1254,8,6,25,2,1
102801133,1255,63,5,25,7,1
102801135,1256,44,2,25,5,1
102801138,1257,17,1,25,4,1
102801139,1258,36,2,25,2,1
102801149,1259,30,4,25,4,1
102801176,1183,8,6,25,1,1
102801244,1260,10,2,25,7,1
102801276,1261,19,1,25,7,1
102801341,1262,51,3,25,2,1
102801399,166,25,4,25,2,1
102801421,1263,30,4,25,3,1
102801476,53,35,1,25,3,1
102801507,1264,52,5,25,7,1
102801607,1265,36,2,25,3,1
102801617,1266,1,1,25,2,1
102801827,1267,5,4,25,3,1
102801857,1268,2,2,25,7,1
102801910,9,8,6,25,2,1
102801955,53,35,1,25,3,1
102801975,1269,2,2,25,1,1
102801996,1105,15,5,25,3,1
102802045,1270,55,2,25,7,1
102802085,1271,39,5,25,1,1
102802134,389,13,6,25,7,1
102802306,1105,15,5,25,7,1
102802399,242,45,4,25,2,1
102802429,422,11,3,25,3,1
102802443,1272,36,2,25,4,1
102802463,1273,10,2,25,4,1
102802470,1274,33,2,25,5,1
102802570,1275,19,1,25,8,1
102782439,1276,37,5,26,7,1
102790084,1277,11,3,26,1,1
102790098,804,28,5,26,4,1
102790112,1278,23,5,26,7,1
102790355,1279,59,1,26,3,1
102790476,47,33,2,26,1,1
102790520,1280,60,6,26,2,1
102790534,924,43,4,26,2,1
102790551,224,58,2,26,7,1
102790564,1281,1,1,26,2,1
102790582,1282,14,4,26,2,1
102790811,1283,47,5,26,1,1
102790818,1284,26,4,26,3,1
102790841,1285,33,2,26,7,1
102790863,1286,27,4,26,2,1
102790886,1287,64,3,26,2,1
102790932,1288,33,2,26,7,1
102790935,1289,26,4,26,2,1
102790947,109,44,2,26,1,1
102791010,1290,22,5,26,7,1
102791021,1291,22,5,26,7,1
102791078,139,25,4,26,3,1
102791082,1292,1,1,26,1,1
102791141,1293,60,6,26,3,1
102791146,717,48,4,26,3,1
102791166,184,25,4,26,2,1
102791194,1294,16,2,26,2,1
102791210,1295,63,5,26,7,1
102791215,266,29,6,26,2,1
102791235,1296,25,4,26,3,1
102791268,717,48,4,26,3,1
102791488,1297,51,3,26,3,1
102791493,41,29,6,26,3,1
102791580,1298,1,1,26,2,1
102791584,996,25,4,26,3,1
102791701,1299,49,2,26,3,1
102791759,1300,6,3,26,2,1
102792039,1301,10,2,26,5,1
102792129,535,6,3,26,3,1
102792173,1302,6,3,26,2,1
102792297,1303,14,4,26,5,1
102792352,339,4,1,26,5,1
102792447,1304,51,3,26,4,1
102792475,1305,33,2,26,4,1
102780103,1053,59,1,27,4,1
102780136,1306,52,5,27,5,1
102780192,422,11,3,27,3,1
102780231,599,26,4,27,3,1
102780304,962,6,3,27,8,1
102780386,1307,1,1,27,1,1
